"tract","rPov_A6to17","wPov_A6to17","nPov_A6to17","rPov_A5","wPov_A5","nPov_A5","rPov_Alt5","wPov_Alt5","nPov_Alt5","rBirths_A15to19","wBirths_A15to19","nBirths_A15to19","nAll"
"813702",0.262145748987854,988,259,0.333333333333333,57,19,0.27719298245614,285,79,0,68,0,4050
"813801",0.274104683195592,726,199,0.0222222222222222,45,1,0.5,150,75,0,139,0,3120
"813802",0.267313019390582,722,193,0.227722772277228,101,23,0.223249669749009,757,169,0.206185567010309,97,20,5243
"813900",0.381872213967311,1346,514,0.40625,128,52,0.382440476190476,672,257,0.0613026819923372,261,16,6466
"814000",0.203687445127305,1139,232,0.595238095238095,42,25,0.107784431137725,334,36,0,249,0,5137
"814100",0.440225035161744,711,313,0.77027027027027,74,57,0.344919786096257,374,129,0,168,0,4306
"814200",0.346365302382407,1637,567,0.530769230769231,130,69,0.491573033707865,712,350,0.172955974842767,318,55,6808
"814300",0.324535679374389,1023,332,0.437956204379562,137,60,0.441379310344828,580,256,0,259,0,4608
"814400",0.261487964989059,1828,478,0,114,0,0.356088560885609,542,193,0,272,0,7609
"814500",0.093186372745491,998,93,0,53,0,0,298,0,0,145,0,5079
"814600",0.289518900343643,1164,337,0.387096774193548,93,36,0.201492537313433,402,81,0,174,0,5350
"814700",0.134259259259259,1296,174,0.309352517985612,139,43,0.325131810193322,569,185,0.11890243902439,328,39,6238
"814800",0.108165429480382,943,102,0,120,0,0.032051282051282,312,10,0,127,0,5911
"814900",0.333596214511041,1268,423,0,67,0,0.366782006920415,578,212,0,353,0,6711
"815000",0.347161572052402,916,318,0,49,0,0.297405189620758,501,149,0,228,0,4307
"815100",0.226880394574599,811,184,0.298850574712644,87,26,0.277078085642317,397,110,0,180,0,4244
"815200",0.33264887063655,974,324,0.110169491525424,118,13,0.237410071942446,417,99,0,232,0,6377
"815300",0.226039783001808,553,125,0,17,0,0.0526315789473684,228,12,0,72,0,3845
"815400",0.176056338028169,710,125,0,63,0,0.145593869731801,261,38,0,35,0,5656
"815500",0.293529019346231,1499,440,0,224,0,0.149367088607595,395,59,0,398,0,8123
"815600",0.112808460634548,851,96,0,37,0,0.176470588235294,187,33,0,175,0,5120
"815701",0,824,0,0,56,0,0.0502793296089385,179,9,0,128,0,3872
"815702",0.0886486486486486,925,82,0,28,0,0.0753138075313808,239,18,0,233,0,5073
"815800",0,245,0,0,11,0,0,55,0,0,17,0,1557
"815900",0.424929178470255,353,150,0,6,0,0.0839160839160839,143,12,0,73,0,4593
"816000",0.0542986425339367,442,24,0,29,0,0.0634920634920635,189,12,0,174,0,3396
"816100",0.164274322169059,627,103,NA,0,0,0.0938697318007663,522,49,0,231,0,6213
"816200",0.366576819407008,371,136,0.28,25,7,0.148717948717949,195,29,0,68,0,3454
"816300",0.0979325353645267,919,90,0.326086956521739,46,15,0.187214611872146,438,82,0,168,0,5351
"816401",0.128934010152284,985,127,0,73,0,0.3046875,512,156,0.0899470899470899,189,17,5092
"816402",0.192178770949721,895,172,0.516129032258065,31,16,0.252782193958665,629,159,0,131,0,4669
"816500",0.200374531835206,1068,214,0.166666666666667,108,18,0.386740331491713,362,140,0,142,0,4575
"816600",0.29002079002079,962,279,0.419354838709677,62,26,0.338827838827839,546,185,0,189,0,4770
"816700",0.276422764227642,615,170,0,10,0,0.19811320754717,318,63,0,97,0,2832
"816800",0.0682281059063136,982,67,0,77,0,0,277,0,0,164,0,5364
"816900",0.218649517684887,1244,272,0,111,0,0.1280276816609,289,37,0.0413793103448276,290,12,5895
"817000",0.116279069767442,688,80,0.733333333333333,45,33,0.242320819112628,293,71,0,117,0,5054
"817101",0.140589569160998,882,124,0,64,0,0.341614906832298,161,55,0.0701754385964912,171,12,4703
"817102",0.0821529745042493,706,58,0,22,0,0,209,0,0,180,0,3468
"817200",0.487080103359173,774,377,0.428571428571429,119,51,0.301507537688442,199,60,0.225490196078431,204,46,4504
"817300",0.501014198782961,493,247,0.341463414634146,41,14,0.5,224,112,0,41,0,2377
"817400",0.130938586326767,863,113,0.208791208791209,91,19,0.103542234332425,367,38,0,187,0,4281
"817500",0.279034690799397,663,185,0.155963302752294,109,17,0.427860696517413,201,86,0,50,0,3911
"817600",0.371134020618557,582,216,0,3,0,0.310126582278481,158,49,0.0641025641025641,156,10,3874
"817700",0.306569343065693,685,210,0,15,0,0.496240601503759,266,132,0,81,0,5201
"817900",0.229402261712439,619,142,0,68,0,0.173010380622837,289,50,0,121,0,5482
"818000",0.107033639143731,654,70,0,16,0,0,166,0,0,160,0,4451
"818100",0.11358024691358,405,46,0,31,0,0,182,0,0,73,0,2417
"818200",0.210361067503925,637,134,0,40,0,0.0177935943060498,281,5,0,105,0,4554
"818300",0.235236220472441,1016,239,0,44,0,0.516393442622951,366,189,0.0744047619047619,336,25,6327
"818401",0.203661327231121,437,89,0,8,0,0,218,0,0,47,0,3425
"818402",0.0631868131868132,364,23,0,12,0,0,271,0,0,92,0,3085
"818500",0.0935875216637782,577,54,NA,0,0,0,252,0,0,134,0,5557
"818600",0.114369501466276,682,78,0.243243243243243,37,9,0,312,0,0,166,0,4773
"818700",0.158490566037736,530,84,0,37,0,0,187,0,0,168,0,3575
"818800",0.258835758835759,962,249,0,81,0,0.102739726027397,292,30,0,202,0,5630
"818900",0.0423412204234122,803,34,0,8,0,0.212218649517685,311,66,0,89,0,4751
"819000",0.0113636363636364,1056,12,0,64,0,0,238,0,0,161,0,4595
"819100",0.1,610,61,0,48,0,0.111524163568773,269,30,0,105,0,4358
"819200",0.259183673469388,980,254,1,21,21,0.0684596577017115,409,28,0,143,0,6383
"819300",0.132387706855792,423,56,NA,0,0,0.053639846743295,261,14,0,177,0,3028
"819400",0.11957950065703,761,91,0.576923076923077,130,75,0,321,0,0,213,0,5232
"819500",0.202797202797203,429,87,0,48,0,0,166,0,0,34,0,3119
"819600",0.00645855758880517,929,6,0.21875,32,7,0.0196078431372549,306,6,0,164,0,3849
"819700",0.0627084723148766,1499,94,0,112,0,0.0234042553191489,470,11,0,264,0,5985
"819801",0,1431,0,0,87,0,0,347,0,0,281,0,5405
"819802",0,497,0,0,41,0,0,107,0,0,100,0,2637
"819900",0.0327669902912621,824,27,0,90,0,0,158,0,0,117,0,3416
"820000",0.12987012987013,539,70,0,38,0,0.031496062992126,127,4,0,86,0,2008
"820101",0,1138,0,0,24,0,0,294,0,0,184,0,7415
"820103",0.0365448504983389,602,22,NA,0,0,0.238341968911917,386,92,0,116,0,3989
"820104",0.441971383147854,629,278,0,59,0,0.240740740740741,216,52,0,220,0,4123
"820201",0.0297113752122241,1178,35,0.0540540540540541,111,6,0.0339506172839506,324,11,0,262,0,8087
"820202",0.123364485981308,535,66,0.108108108108108,74,8,0.197278911564626,147,29,0,112,0,3607
"820300",0.120274914089347,873,105,0.327102803738318,107,35,0.237606837606838,585,139,0,99,0,5203
"820400",0.239019407558733,979,234,0.486238532110092,109,53,0.381957773512476,521,199,0,202,0,6164
"820501",0.224371373307544,1034,232,0.495867768595041,121,60,0.390625,384,150,0,133,0,6260
"820502",0.2,515,103,0.375,88,33,0.05078125,256,13,0,46,0,5092
"820603",0.276762402088773,766,212,0.141843971631206,141,20,0.288713910761155,381,110,0,191,0,5277
"820604",0.341279799247177,797,272,0.0795454545454545,88,7,0.133152173913043,368,49,0,80,0,4152
"820605",0.508869179600887,902,459,0,30,0,0.241025641025641,195,47,0,128,0,4169
"820606",0.0429447852760736,489,21,0,14,0,0,266,0,0,87,0,3748
"820700",0.0341419586702606,1113,38,0,48,0,0.167010309278351,485,81,0,209,0,6810
"820800",0.0988835725677831,627,62,0,52,0,0,282,0,0.053030303030303,132,7,4223
"820901",0.162743091095189,977,159,0,53,0,0.196610169491525,295,58,0,194,0,5462
"820902",0.211324570273003,989,209,0,34,0,0.0722021660649819,277,20,0.0859375,256,22,4774
"821001",0.126984126984127,819,104,0.361344537815126,119,43,0.260606060606061,495,129,0,163,0,5287
"821002",0.271762208067941,942,256,0.352941176470588,68,24,0.16044776119403,268,43,0,220,0,5695
"821101",0.205,800,164,0,36,0,0,183,0,0,197,0,4548
"821102",0.242176870748299,735,178,0.354430379746835,79,28,0.243421052631579,152,37,0,150,0,4191
"821200",0.256888168557536,1234,317,0.41304347826087,46,19,0.283737024221453,289,82,0,246,0,6240
"821300",0.309398099260824,947,293,0.694444444444444,72,50,0.28755364806867,466,134,0.147239263803681,163,24,5488
"821401",0.363805970149254,536,195,0,13,0,0.135135135135135,74,10,0,88,0,3432
"821402",0.22707423580786,687,156,NA,0,0,0.171052631578947,152,26,0,179,0,3718
"821500",0.3984,625,249,0.4,50,20,0.543689320388349,103,56,0,91,0,2020
"821600",0.219607843137255,765,168,0,42,0,0.112280701754386,285,32,0,172,0,4503
"821700",0.0565167243367935,867,49,0,44,0,0.061046511627907,344,21,0,153,0,4855
"821800",0.0759109311740891,988,75,0,36,0,0,296,0,0,172,0,5428
"821900",0.124260355029586,845,105,0,27,0,0.254957507082153,353,90,0,108,0,5138
"822000",0,551,0,0,36,0,0,272,0,0,83,0,4358
"822101",0.0241157556270096,622,15,0,81,0,0.22093023255814,172,38,0,144,0,4429
"822102",0.0843373493975904,581,49,NA,0,0,0.197452229299363,157,31,0,203,0,4752
"822200",0.189821182943604,727,138,0.265822784810127,79,21,0,183,0,0,110,0,3786
"822301",0,677,0,0,109,0,0.0208955223880597,335,7,0,183,0,4119
"822302",0.269754768392371,734,198,0.19047619047619,42,8,0.169811320754717,212,36,0,111,0,4530
"822400",0.492401215805471,987,486,0.291666666666667,96,28,0.670800450958286,887,595,0,101,0,6675
"822500",0,555,0,0,50,0,0,204,0,0,157,0,4424
"822601",0.239825581395349,688,165,0,23,0,0.0609137055837563,197,12,0.11214953271028,107,12,4555
"822602",0.158613445378151,952,151,0,48,0,0.172169811320755,424,73,0,59,0,7274
"822701",0.141153081510934,503,71,NA,0,0,0.167224080267559,299,50,0,108,0,4148
"822702",0.0586666666666667,375,22,0.785714285714286,28,22,0.610526315789474,95,58,0,105,0,3190
"822801",0,355,0,NA,0,0,0.469924812030075,266,125,0,81,0,3473
"822802",0.0139616055846422,573,8,0,47,0,0,179,0,0,53,0,3574
"822900",0.110576923076923,416,46,0,18,0,0.151162790697674,86,13,0,111,0,1974
"823001",0.252777777777778,720,182,0.228070175438596,57,13,0.154296875,512,79,0,63,0,6009
"823002",0.153347732181425,926,142,0,99,0,0.111111111111111,378,42,0,121,0,6045
"823101",0.14441416893733,734,106,0,19,0,0.300970873786408,206,62,0,216,0,4395
"823102",0.1953125,640,125,0.5,42,21,0.314814814814815,216,68,0,160,0,3722
"823200",0.0850785340314136,764,65,0,16,0,0.220338983050847,177,39,0,171,0,4649
"823302",0.115961800818554,733,85,0,111,0,0.140096618357488,621,87,0.0191570881226054,261,5,6234
"823303",0.121281464530892,874,106,0.5,100,50,0.231372549019608,255,59,0,232,0,4682
"823304",0.161321671525753,1029,166,0.577981651376147,109,63,0.398457583547558,389,155,0,203,0,6096
"823400",0.41834451901566,894,374,0.515625,64,33,0.349282296650718,418,146,0,124,0,5064
"823500",0.292732855680655,977,286,0.4,20,8,0.178787878787879,330,59,0,115,0,4896
"823602",0,606,0,0.225225225225225,111,25,0.0853242320819113,293,25,0,87,0,6152
"823603",0.586558044806517,491,288,0,32,0,0.638613861386139,202,129,0,84,0,2384
"823604",0.0596745027124774,553,33,0,34,0,0,94,0,0,146,0,3587
"823605",0,571,0,0,14,0,0.207650273224044,183,38,0,155,0,4268
"823702",0.181525241675618,931,169,0.440366972477064,109,48,0.111436950146628,341,38,0,115,0,6888
"823703",0.434507042253521,1420,617,0.147727272727273,88,13,0.252454417952314,713,180,0,220,0,7414
"823704",0.207253886010363,579,120,0.468085106382979,47,22,0.161616161616162,198,32,0,107,0,4187
"823705",0.400326797385621,612,245,0.625,104,65,0.450292397660819,513,231,0,112,0,4849
"823801",0.152139461172742,631,96,0,31,0,0,187,0,0,153,0,5394
"823803",0.368638239339752,727,268,0,55,0,0.158695652173913,460,73,0,339,0,7011
"823805",0.248091603053435,262,65,0.232142857142857,56,13,0.129032258064516,124,16,0,124,0,2898
"823806",0.221176470588235,425,94,0,38,0,0.0823970037453183,267,22,0,63,0,3575
"823901",0,405,0,0,33,0,0,191,0,0,63,0,3851
"823903",0,529,0,0,190,0,0,211,0,0,104,0,4715
"823904",0.0275229357798165,654,18,0,52,0,0,61,0,0,100,0,4137
"824003",0,985,0,0,104,0,0,257,0,0,293,0,6208
"824004",0.0507246376811594,966,49,0,28,0,0,180,0,0,197,0,5507
"824005",0.0743243243243243,1036,77,0,19,0,0,314,0,0,245,0,5571
"824006",0.0444162436548223,788,35,0.338461538461538,65,22,0.158620689655172,145,23,0,113,0,4143
"824105",0.0329557157569516,971,32,0,21,0,0.0736842105263158,190,14,0,337,0,6399
"824106",0.0137857900318134,943,13,0,41,0,0.221967963386728,437,97,0,200,0,7149
"824107",0.126466753585398,767,97,NA,0,0,0,168,0,0,259,0,6617
"824108",0.120253164556962,1422,171,0,84,0,0.183510638297872,376,69,0.108262108262108,351,38,7684
"824113",0.065880721220527,1442,95,0.181818181818182,77,14,0.0471698113207547,318,15,0,321,0,7166
"824114",0.103009259259259,864,89,0,46,0,0.0918367346938776,294,27,0,120,0,4941
"824115",0.243037974683544,395,96,0,14,0,0,84,0,0,25,0,3602
"824116",0.163804491413474,757,124,NA,0,0,0.0554089709762533,379,21,0,120,0,4874
"824117",0,1322,0,0,154,0,0,701,0,0,248,0,9883
"824119",0.0481586402266289,1059,51,0,5,0,0.0567567567567568,370,21,0,225,0,6000
"824120",0.0108774474256708,1379,15,0,26,0,0.325,440,143,0,267,0,8612
"824121",0.0845771144278607,402,34,0,61,0,0.0347490347490347,259,9,0,80,0,3297
"824122",0.260428410372041,887,231,0,19,0,0.137380191693291,313,43,0,395,0,6075
"824123",0.0773067331670823,1604,124,0,64,0,0,514,0,0,518,0,8552
"824300",0.372654155495979,746,278,0.851351351351351,74,63,0.644859813084112,214,138,0,112,0,4885
"824400",0.186761229314421,423,79,1,5,5,0.152542372881356,59,9,0,96,0,2309
"824503",0.0258899676375405,927,24,0,64,0,0,308,0,0,195,0,6602
"824505",0.108775137111517,1094,119,0,149,0,0.0564102564102564,390,22,0,195,0,7161
"824506",0.0294759825327511,916,27,0,86,0,0,380,0,0.0599250936329588,267,16,7855
"824507",0.207221350078493,637,132,0,48,0,0.108870967741935,248,27,0,100,0,4449
"824601",0.00256410256410256,780,2,0,57,0,0.0277777777777778,216,6,0,172,0,4805
"824602",0.158682634730539,1002,159,0,85,0,0.152505446623094,459,70,0,285,0,6838
"824701",0.0138888888888889,504,7,0,15,0,0,302,0,0,154,0,3949
"824702",0.330049261083744,812,268,0,97,0,0.40650406504065,492,200,0.103359173126615,387,40,5650
"824800",0.3719646799117,1812,674,0,125,0,0.147776183644189,697,103,0,149,0,7758
"824900",0.171114599686028,637,109,0,45,0,0.141414141414141,99,14,0,177,0,3124
"825000",0,659,0,0,46,0,0.109792284866469,337,37,0,54,0,4933
"825200",0.0471698113207547,318,15,0,37,0,0.396039603960396,101,40,0,94,0,1862
"825302",0,788,0,0,51,0,0.377260981912145,387,146,0,158,0,5625
"825303",0.621359223300971,412,256,0.495145631067961,103,51,0.182178217821782,505,92,0,91,0,4048
"825304",0.0244648318042813,654,16,0,26,0,0.49618320610687,131,65,0,223,0,3926
"825400",0.08,750,60,0,16,0,0.0977198697068404,307,30,0,121,0,5395
"825501",0.357904085257549,1126,403,0.384,125,48,0.289655172413793,290,84,0,189,0,5723
"825503",0.359900373599004,1606,578,0.243243243243243,111,27,0.158590308370044,227,36,0,372,0,7215
"825504",0.0674846625766871,489,33,0.5625,16,9,0.261398176291793,329,86,0,106,0,3780
"825505",0.351791530944625,921,324,0,8,0,0.407801418439716,282,115,0,139,0,5291
"825600",0.413693346190935,1037,429,0.771929824561403,171,132,0.535377358490566,424,227,0,246,0,5612
"825700",0.354223433242507,734,260,0,63,0,0.449814126394052,269,121,0,152,0,4225
"825801",0.563944530046225,649,366,0.28125,32,9,0.409090909090909,286,117,0,123,0,3705
"825802",0.267576075550892,953,255,0,36,0,0.353333333333333,300,106,0,171,0,5234
"825803",0.324409448818898,635,206,0.328571428571429,70,23,0.488789237668161,223,109,0,159,0,5026
"825900",0.395908543922984,831,329,0.52,50,26,0.383606557377049,305,117,0,188,0,3520
"826000",0.664621676891616,978,650,0.584269662921348,89,52,0.294314381270903,299,88,0,120,0,3466
"826100",0.251707829742512,1903,479,0,59,0,0.293361884368308,467,137,0,531,0,7156
"826201",0.0171149144254279,409,7,0,44,0,0.443298969072165,97,43,0,129,0,3691
"826202",0.307511737089202,1278,393,0.326086956521739,92,30,0.363112391930836,347,126,0,173,0,5977
"826301",0.0768136557610242,703,54,0,29,0,0,293,0,0,125,0,4165
"826303",0.283018867924528,954,270,0.476190476190476,21,10,0.268571428571429,175,47,0,185,0,4260
"826304",0.418416801292407,619,259,0,85,0,0.416666666666667,48,20,0.0633802816901408,142,9,3091
"826401",0.25251256281407,796,201,0,26,0,0.164444444444444,225,37,0,121,0,4140
"826402",0.357142857142857,826,295,0.355263157894737,76,27,0.130841121495327,321,42,0,199,0,5208
"826500",0.610181818181818,1375,839,0.75,44,33,0.478915662650602,332,159,0,249,0,6469
"826600",0.367383512544803,1116,410,0.224137931034483,116,26,0.458891013384321,523,240,0,220,0,6026
"826700",0.223990208078335,817,183,0.478260869565217,23,11,0.336477987421384,318,107,0.098159509202454,163,16,5204
"826800",0.577821011673152,1028,594,0.675,40,27,0.440329218106996,486,214,0,95,0,4767
"826901",0.228971962616822,214,49,NA,0,0,0.797619047619048,84,67,0,154,0,1579
"826902",0.344086021505376,93,32,NA,0,0,0.106382978723404,47,5,0.12,50,6,1090
"827000",0.395989974937343,798,316,1,28,28,0.564102564102564,156,88,0,321,0,3735
"827100",0.344578313253012,415,143,1,20,20,0.430769230769231,260,112,0,58,0,2592
"827200",0.411384217335058,773,318,0.554347826086957,92,51,0.294303797468354,316,93,0.0617283950617284,162,10,4330
"827300",0.534930139720559,501,268,0.774193548387097,62,48,0.594254937163375,557,331,0.388059701492537,134,52,3295
"827400",0.552083333333333,576,318,0.523809523809524,84,44,0.676844783715013,393,266,0,127,0,4594
"827500",0.443661971830986,852,378,0.663793103448276,116,77,0.488322717622081,471,230,0.138888888888889,252,35,5368
"827600",0.550595238095238,672,370,0,10,0,0.984375,192,189,0,211,0,3545
"827700",0.420677361853832,561,236,0.715447154471545,123,88,0.579545454545455,264,153,0.128712871287129,101,13,2907
"827801",0.188073394495413,654,123,0.232142857142857,168,39,0.306748466257669,163,50,0,158,0,4752
"827802",0.0964028776978417,695,67,0,12,0,0,175,0,0,104,0,3602
"827804",0.0376647834274953,531,20,0,5,0,0,50,0,0.135338345864662,133,18,3089
"827805",0.116740088105727,454,53,0,20,0,0,76,0,0,148,0,3092
"827901",0,326,0,NA,0,0,0,46,0,0,33,0,2456
"827902",0.245378151260504,595,146,0.41304347826087,46,19,0.25177304964539,282,71,0,147,0,4442
"828000",0.157721796276013,913,144,0,12,0,0.291338582677165,254,74,0.0818181818181818,110,9,5258
"828100",0.153751537515375,813,125,NA,0,0,0.430188679245283,265,114,0,119,0,4740
"828201",0.130016051364366,623,81,0,36,0,0.190045248868778,221,42,0,133,0,4290
"828202",0.0983847283406755,681,67,0.868421052631579,38,33,0.310580204778157,293,91,0,194,0,4558
"828300",0.127348643006263,479,61,0,25,0,0.0632911392405063,237,15,0,66,0,3728
"828401",0.0834403080872914,779,65,0,34,0,0.0909090909090909,154,14,0,120,0,3681
"828402",0.146853146853147,572,84,0.0470588235294118,85,4,0.073394495412844,109,8,0.0173913043478261,115,2,3950
"828503",0.187977099236641,1048,197,0,19,0,0.208762886597938,388,81,0,159,0,4781
"828504",0.472164948453608,1455,687,0.443298969072165,97,43,0.262295081967213,427,112,0.0572687224669604,227,13,5862
"828505",0.282051282051282,1287,363,0,64,0,0.153846153846154,273,42,0,242,0,6488
"828506",0.276114437791085,1503,415,0.555555555555556,153,85,0.428927680798005,802,344,0.0496760259179266,463,23,9252
"828601",0.0853462157809984,621,53,0.136842105263158,95,13,0,146,0,0,156,0,4058
"828602",0.0717488789237668,892,64,0,59,0,0.0288808664259928,277,8,0,224,0,4670
"828701",0.0415647921760391,409,17,0,79,0,0.0617283950617284,243,15,0,94,0,3604
"828702",0.232402234636872,895,208,0.612244897959184,49,30,0.043360433604336,369,16,0,125,0,5212
"828801",0.167647058823529,1020,171,NA,0,0,0.271477663230241,291,79,0,232,0,5117
"828802",0.3015625,640,193,0,11,0,0.135802469135802,162,22,0,138,0,3557
"828900",0.368320610687023,524,193,0.644067796610169,59,38,0.408388520971302,453,185,0,185,0,3494
"829000",0.822674418604651,344,283,1,24,24,1,217,217,0,22,0,1481
"829100",0.532069970845481,686,365,0.551020408163265,98,54,0.458715596330275,436,200,0.0933852140077821,257,24,3793
"829200",0.30030959752322,1292,388,1,37,37,0.126712328767123,292,37,0,148,0,6143
"829301",0.244036697247706,545,133,0,26,0,0,120,0,0,205,0,3716
"829302",0.520475561426684,757,394,0.66,50,33,0.485714285714286,210,102,0.144144144144144,111,16,3967
"829401",0.724852071005917,338,245,1,6,6,0.629032258064516,124,78,0.285714285714286,56,16,1544
"829402",0.329842931937173,573,189,0.509433962264151,53,27,0.447293447293447,351,157,0.5,120,60,3363
"829500",0.16243654822335,788,128,0.4296875,128,55,0.315789473684211,361,114,0,91,0,4154
"829600",0.18705035971223,417,78,0,77,0,0.0406091370558376,197,8,0,30,0,3043
"829700",0.455773955773956,814,371,0.846153846153846,52,44,0.554973821989529,191,106,0.0306122448979592,196,6,4168
"829800",0.03125,1184,37,0,60,0,0,281,0,0,307,0,6543
"829901",0.0830769230769231,1300,108,0,110,0,0,671,0,0,272,0,9136
"829902",0.0536113179448995,1343,72,0,162,0,0,263,0,0.00454545454545455,220,1,6377
"830001",0.640243902439024,164,105,0,8,0,0,13,0,0,49,0,2263
"830003",0.285621761658031,1544,441,0.729166666666667,96,70,0.306513409961686,522,160,0,342,0,7952
"830004",0.152613827993255,1186,181,0.597402597402597,77,46,0,265,0,0.0643939393939394,264,17,7108
"830005",0,485,0,0,19,0,0,155,0,0,62,0,4192
"830006",0.0697674418604651,387,27,0,4,0,0,176,0,0,5,0,2263
"830007",0.305460750853242,586,179,1,26,26,0.355855855855856,222,79,0.0604395604395604,182,11,4565
"830008",0.0726643598615917,867,63,0,43,0,0,203,0,0,193,0,4595
"830100",0.284345047923323,626,178,0,27,0,0.319727891156463,147,47,0,221,0,3306
"830201",0.182481751824818,822,150,0.544827586206897,145,79,0.288629737609329,343,99,0,332,0,5967
"830202",0.129573170731707,656,85,0,53,0,0.0330578512396694,242,8,0.46031746031746,63,29,3757
"830300",0.0940594059405941,808,76,0.414965986394558,147,61,0.495327102803738,214,106,0,172,0,4743
"830400",0.333698030634573,914,305,0.588235294117647,51,30,0.491228070175439,171,84,0,195,0,4359
"830500",0.365062761506276,956,349,1,19,19,0.275167785234899,298,82,0,190,0,4306
"830600",0.310289389067524,622,193,0.379032258064516,124,47,0.468354430379747,395,185,0,47,0,4854
"830700",0.434306569343066,274,119,1,29,29,0.136986301369863,73,10,0.0357142857142857,56,2,3561
"830800",0,78,0,0,43,0,0,182,0,NA,0,0,2500
"830900",0.12,225,27,0.739130434782609,46,34,0.0783132530120482,332,26,0,38,0,2868
"831000",0,148,0,NA,0,0,0,203,0,NA,0,0,2326
"831100",0.169702780441035,1043,177,0.344444444444444,270,93,0.161904761904762,525,85,0,250,0,7643
"831200",0.315850815850816,858,271,0.234782608695652,115,27,0.386178861788618,492,190,0.21259842519685,127,27,5017
"831300",0.36271186440678,295,107,0,9,0,0.708860759493671,79,56,0,97,0,1206
"831400",0.251781472684086,421,106,0,46,0,0.235955056179775,178,42,0,70,0,2781
"831500",0.0944148936170213,752,71,0,62,0,0.198606271777003,287,57,0,177,0,3595
"831600",0.11671335200747,1071,125,0,126,0,0.194991055456172,559,109,0.0973451327433628,226,22,6922
"831700",0.287081339712919,418,120,0,19,0,0.2,150,30,0,52,0,2313
"831800",0.283602150537634,744,211,0,47,0,0.238028169014084,710,169,0,257,0,6042
"831900",0,151,0,0,6,0,0,158,0,0,18,0,2619
"832000",0,32,0,0,37,0,0.21875,224,49,0,12,0,2181
"832100",0.578378378378378,185,107,0,19,0,0.182352941176471,170,31,0,73,0,3252
"832200",0,308,0,0,34,0,0,195,0,0,58,0,3174
"832300",0,91,0,0,13,0,0.0204918032786885,244,5,0,14,0,1975
"832400",0.467432950191571,261,122,0.527272727272727,55,29,0.271604938271605,324,88,0,77,0,3387
"832500",0.420047732696897,419,176,0.226190476190476,84,19,0,194,0,0,187,0,3774
"832600",0.24203821656051,314,76,NA,0,0,0.0972222222222222,288,28,0,51,0,4102
"832900",0.440677966101695,59,26,0,24,0,0.25625,160,41,0,81,0,2347
"833000",0,60,0,0,9,0,0,135,0,NA,0,0,2768
"833100",0.292957746478873,355,104,0,31,0,0.0962441314553991,426,41,0,47,0,7417
"833300",0.068421052631579,190,13,NA,0,0,0,59,0,0,103,0,2442
"833900",0.528925619834711,363,192,1,11,11,0.726890756302521,238,173,0,156,0,2171
"834000",0.275299238302503,919,253,0.142857142857143,28,4,0.185714285714286,70,13,0.0229357798165138,218,5,3616
"834200",0.480662983425414,543,261,0.53125,32,17,0.717439293598234,453,325,0,139,0,4298
"834300",0.191815856777494,782,150,0.566037735849057,53,30,0.463157894736842,380,176,0,151,0,6382
"834400",0.331954498448811,967,321,0.0833333333333333,96,8,0.208163265306122,245,51,0,164,0,4197
"834500",0.652054794520548,365,238,0,11,0,0.506493506493506,231,117,0.346534653465347,101,35,1563
"834600",0.544354838709677,496,270,0.431818181818182,44,19,0.636612021857924,366,233,0.0747663551401869,107,8,3010
"834700",0.654450261780105,382,250,1,46,46,0.948529411764706,136,129,0,27,0,2048
"834800",0.408026755852843,299,122,0,9,0,0.911242603550296,169,154,0,59,0,1833
"834900",0.718120805369127,447,321,0.844827586206897,58,49,0.654255319148936,188,123,0.0674157303370786,89,6,2292
"835000",0.482950039651071,1261,609,1,63,63,0.514778325123153,406,209,0,297,0,5811
"835100",0.270708795900939,1171,317,0.270833333333333,96,26,0.334831460674157,445,149,0.190839694656489,262,50,5555
"835200",0.292576419213974,229,67,0.244444444444444,45,11,0.457446808510638,94,43,0.0769230769230769,104,8,1871
"835500",0.265765765765766,222,59,1,33,33,0,122,0,0,13,0,1593
"835600",0.646616541353383,133,86,0,1,0,0.464285714285714,56,26,0,43,0,950
"835700",1,63,63,NA,0,0,NA,0,0,NA,0,0,248
"835800",0.610169491525424,236,144,1,38,38,0.309278350515464,97,30,0,53,0,1469
"835900",0.663461538461538,728,483,1,24,24,0.78328173374613,323,253,0,112,0,3595
"836000",0.528183716075157,479,253,1,30,30,0.405286343612335,227,92,0.0480769230769231,104,5,2663
"836100",0.457070707070707,396,181,0,17,0,0.5,108,54,0,144,0,1833
"836200",0,11,0,0,7,0,0,19,0,0,355,0,1590
"836300",0.0402684563758389,149,6,0,30,0,0,81,0,0,29,0,1583
"836400",0.147766323024055,582,86,0.215909090909091,88,19,0.349693251533742,163,57,0,124,0,3209
"836500",0.198529411764706,272,54,1,71,71,0.812865497076023,171,139,0.107142857142857,56,6,1648
"836600",0.270875763747454,491,133,0.724137931034483,29,21,0.308641975308642,162,50,0,154,0,2426
"836700",0.412322274881517,633,261,0.576923076923077,52,30,0.49802371541502,253,126,0,173,0,2598
"836800",0.714634146341463,410,293,0,29,0,0.683333333333333,180,123,0,103,0,2261
"836900",0.429012345679012,324,139,0.564102564102564,39,22,0.224489795918367,147,33,0.128571428571429,70,9,1553
